code,title,sense,original,max_similarity,avg_similarity
47-4061,telephone operator,telephone_operator.n.01,telephone_operator,0.0005266222495751937,5.9086737292676086e-05
47-4061,soldier,soldier.n.02,soldier,4.672992633039015e-06,8.113263650830059e-07
47-4061,telegrapher,telegrapher.n.01,telegrapher,0.044190148978734696,0.00529689232374631
47-4061,switchboard operator,telephone_operator.n.01,switchboard_operator,0.056577931929942135,0.009385334242224331
47-4061,railroad track mechanic,railroad_track.n.01 track.n.09 machinist.n.01,railroad_track_mechanic,1.0,1.0
47-4061,rail - track laying and maintenance equipment operator,laying.n.01 sustenance.n.03 equipment.n.01 operator.n.05,rail-track_laying_and_maintenance_equipment_operators,1.0,1.0
47-4061,rail maintenance worker,track.n.09 sustenance.n.03 worker.n.03,rail_maintenance_worker,1.0,1.0
47-4061,ballast cleaning machine operator,ballast_resistor.n.01 cleaning.n.01 machine.n.05 operator.n.02,ballast_cleaning_machine_operator,1.0,1.0
47-4071,telegraph operator,telegrapher.n.01,telegraph_operator,0.0025313009264185038,0.0006439097839950008
47-4071,radio operator,radio_operator.n.01,radio_operator,3.2242468240689624e-05,1.0912316405499874e-05
47-4071,telegrapher,telegrapher.n.01,telegrapher,0.000522512861216238,0.00024819748376358683
47-4071,switchman,switchman.n.01,switchman,0.00011041487537287148,5.214704358954304e-05
47-4071,motorman,motorman.n.01,motorman,1.2194177304338806e-10,2.1464617891885403e-11
47-4071,driver,driver.n.05,driver,1.6590534817869712e-08,4.826812577908066e-09
47-4071,sewer pipe cleaner,sewer.n.01 pipe.n.04 cleansing_agent.n.01,sewer_pipe_cleaner,1.0,1.0
47-4071,operator,operator.n.02,operator,5.535392660552453e-07,7.664481328285767e-08
47-4071,company operator,company_operator.n.01,company_operator,3.5367517239204873e-06,1.4063246307465073e-06
47-4071,driver,driver.n.01,driver,1.6590534817869712e-08,4.826812577908066e-09
47-4071,elevator operator,elevator_operator.n.01,elevator_operator,0.005288715110613125,0.001071730368423179
47-4071,engineer,engineer.n.02,engineer,5.914199134008922e-09,1.004480655542822e-09
47-4071,engine driver,engineer.n.02,engine_driver,2.840341069295576e-05,7.83054088900292e-06
47-4071,locomotive engineer,engineer.n.02,locomotive_engineer,2.8360942732265048e-06,9.612035681717533e-07
47-4071,railroad engineer,engineer.n.02,railroad_engineer,7.364226935593469e-06,1.7129433321896155e-06
47-4071,sewer cleaner,sewer.n.02 cleansing_agent.n.01,sewer_cleaner,1.0,1.0
47-4071,sewage screen operator,sewage.n.01 sieve.n.01 operator.n.05,sewage_screen_operator,1.0,1.0
47-4071,septic tank servicer and sewer pipe cleaner,septic.a.02 tank_car.n.01 sewer.n.01 pipe.n.04 cleansing_agent.n.01,septic_tank_servicers_and_sewer_pipe_cleaners,1.0,1.0
47-4071,septic pump truck driver,septic.a.02 pump.n.03 truck.n.01 driver.n.05,septic_pump_truck_driver,1.0,1.0
47-4071,telephone operator,telephone_operator.n.01,telephone_operator,6.073568929907177e-05,1.4941540320278345e-05
47-4071,septic tank cleaner,septic.a.02 tank_car.n.01 cleansing_agent.n.01,septic_tank_cleaner,1.0,1.0
47-4071,telephonist,telephone_operator.n.01,telephonist,0.004694330180462206,0.001203596329385342
47-4071,telegraphist,telegrapher.n.01,telegraphist,5.9979530594074255e-05,2.9854897402656203e-05
47-4071,switchboard operator,telephone_operator.n.01,switchboard_operator,0.0070878692547118845,0.0016212242223213346
47-4091,segmental wall installer,segmental.s.01 wall.n.07 install.v.03,segmental_wall_installer,1.0,1.0
47-4091,concrete pavement installer,concrete.s.02 paving.n.01 install.v.03,concrete_pavement_installer,1.0,1.0
47-4091,paver installer,install.v.03,paver_installer,1.0,1.0
47-4091,paving stone installer,pave.v.01 stone.n.13 install.v.03,paving_stone_installer,1.0,1.0
47-4091,segmental paver installer,segmental.s.01 install.v.03,segmental_paver_installer,1.0,1.0
47-4099,waterproofer,rainproof.s.01,waterproofer,1.0,1.0
47-4099,"construction and related worker , all other",construction.n.07 related.a.02 worker.n.03,"construction_and_related_workers,_all_other",1.0,1.0
47-4099,aluminum pool installer,aluminum.n.01 pool.n.09 install.v.03,aluminum_pool_installer,1.0,1.0
47-5011,soldier,soldier.n.02,soldier,3.357784314433294e-06,6.135584618158232e-07
47-5011,derrick operator,derrick.n.02 operator.n.05,derrick_operator,1.0,1.0
47-5011,"derrick operator , oil and ga",derrick.n.01 operator.n.05 vegetable_oil.n.01 natural_gas.n.01,"derrick_operators,_oil_and_gas",1.0,1.0
47-5011,rotary derrick operator,rotary.a.01 derrick.n.02 operator.n.05,rotary_derrick_operator,1.0,1.0
47-5011,well service derrick worker,well.r.13 servicing.n.01 derrick.n.01 worker.n.03,well_service_derrick_worker,1.0,1.0
47-5011,operator,operator.n.05,operator,0.00011328511187532241,1.6226808943511362e-05
47-5011,oil derrick operator,vegetable_oil.n.01 derrick.n.01 operator.n.05,oil_derrick_operator,1.0,1.0
47-5011,ga derrick operator,natural_gas.n.01 derrick.n.02 operator.n.05,gas_derrick_operator,1.0,1.0
47-5011,worker,worker.n.03,worker,7.960383282013997e-06,1.5985836089728562e-06
47-5011,fracturing derrick operator,fracture.v.06 derrick.n.02 operator.n.05,fracturing_derrick_operator,1.0,1.0
47-5012,natural ga shothole driller,natural.a.02 natural_gas.n.01,natural_gas_shothole_driller,1.0,1.0
47-5012,fracturing rotary drill operator,fracture.v.06 rotary.a.01 exercise.n.03 operator.n.05,fracturing_rotary_drill_operator,1.0,1.0
47-5012,groundnut oil,peanut_oil.n.01,groundnut_oil,3.96682134926582e-06,7.47439601279941e-07
47-5012,drilling rig operator,drill.v.05 trailer_truck.n.01 operator.n.05,drilling_rig_operator,1.0,1.0
47-5012,oil driller,vegetable_oil.n.01,oil_driller,1.0,1.0
47-5012,oil rig driller,vegetable_oil.n.01 trailer_truck.n.01,oil_rig_driller,1.0,1.0
47-5012,oil well cable tool driller,vegetable_oil.n.01 well.r.13 cable_television.n.01 tool.n.01,oil_well_cable_tool_driller,1.0,1.0
47-5012,oil well cable tool operator,vegetable_oil.n.01 well.r.13 cable_television.n.01 tool.n.01 operator.n.05,oil_well_cable_tool_operator,1.0,1.0
47-5012,oil well driller,vegetable_oil.n.01 well.r.13,oil_well_driller,1.0,1.0
47-5012,operator,operator.n.05,operator,1.9074093425421685e-08,5.031271120119848e-09
47-5013,operator,operator.n.05,operator,5.932719256438889e-07,1.0490982336494061e-07
47-5013,technician,technician.n.02,technician,1.9071896769844483e-09,5.670569039397461e-10
47-5013,well servicing rig operator,well.r.13 service.v.02 trailer_truck.n.01 operator.n.05,well_servicing_rig_operator,1.0,1.0
47-5013,well service rig operator,well.r.13 servicing.n.01 trailer_truck.n.01 operator.n.05,well_service_rig_operator,1.0,1.0
47-5013,well service pump equipment operator,well.r.13 servicing.n.01 pump.n.03 equipment.n.01 operator.n.05,well_service_pump_equipment_operator,1.0,1.0
47-5013,oil well fishing - tool technician,vegetable_oil.n.01 well.r.13 technician.n.02,oil_well_fishing-tool_technician,1.0,1.0
47-5013,well service operator,well.r.13 servicing.n.01 operator.n.05,well_services_operator,1.0,1.0
47-5013,"service unit operator , oil and ga",servicing.n.01 whole.n.02 operator.n.05 vegetable_oil.n.01 natural_gas.n.01,"service_unit_operators,_oil_and_gas",1.0,1.0
47-5022,telephonist,telephone_operator.n.01,telephonist,0.00575048770759019,0.0022317424570812796
47-5022,telegraphist,telegrapher.n.01,telegraphist,0.000350716073816573,6.77832172489613e-05
47-5022,switchboard operator,telephone_operator.n.01,switchboard_operator,0.0033727024843162533,0.000922850796517539
47-5022,telegraph operator,telegrapher.n.01,telegraph_operator,0.013561546477471077,0.002425715644092835
47-5022,switchman,switchman.n.01,switchman,0.0025939298707871304,0.0005752086060873106
47-5022,digger,power_shovel.n.01,digger,3.628122441977264e-10,9.909937837183446e-11
47-5022,telegrapher,telegrapher.n.01,telegrapher,0.00318100156002402,0.0007582871906802746
47-5022,mining bulldozer operator,mine.v.02 bulldozer.n.01 operator.n.05,mining_bulldozer_operator,1.0,1.0
47-5022,radio operator,radio_operator.n.01,radio_operator,0.0002301287947083334,6.17317715924583e-05
47-5022,operator,operator.n.02,operator,9.531938391807775e-08,2.4968900803389106e-08
47-5022,dragline oiler,oiler.n.01,dragline_oiler,1.0,1.0
47-5022,trenching machine operator,trench.v.06 machine.n.05 operator.n.02,trenching_machine_operator,1.0,1.0
47-5022,mining yard loader operator,mine.v.02 yard.n.09 stevedore.n.01 operator.n.05,mining_yard_loader_operator,1.0,1.0
47-5022,mining shovel operator,mine.v.02 shovel.n.03 operator.n.05,mining_shovel_operator,1.0,1.0
47-5022,mining payloader operator,mine.v.02 warhead.n.01 operator.n.05,mining_payloader_operator,1.0,1.0
47-5022,mining excavator backhoe operator,mining.n.02 power_shovel.n.01 backhoe.n.01 operator.n.05,mining_excavator_backhoe_operator,1.0,1.0
47-5022,mining end loader operator,mine.v.02 goal.n.01 stevedore.n.01 operator.n.05,mining_end_loader_operator,1.0,1.0
47-5022,mining earth moving equipment operator,mine.v.01 land.n.04 travel.v.01 equipment.n.01 operator.n.05,mining_earth_moving_equipment_operator,1.0,1.0
47-5022,telephone operator,telephone_operator.n.01,telephone_operator,9.352639826500908e-06,2.5588353186207544e-06
47-5022,motorman,motorman.n.01,motorman,8.578366234584506e-11,1.4290183680819214e-11
47-5022,mining backhoe operator,mining.n.02 backhoe.n.01 operator.n.05,mining_backhoe_operator,1.0,1.0
47-5022,driver,driver.n.01,driver,1.0225558439539713e-08,1.5259308135559982e-09
47-5022,mining back hoe operator,mining.n.02 spinal_column.n.01 hoe.n.01 operator.n.05,mining_back_hoe_operator,1.0,1.0
47-5022,railroad engineer,engineer.n.02,railroad_engineer,6.425122031076547e-05,9.617188669116642e-06
47-5022,locomotive engineer,engineer.n.02,locomotive_engineer,5.766421525094447e-05,1.00395816687256e-05
47-5022,engine driver,engineer.n.02,engine_driver,5.2267044803784854e-05,1.1338753345940123e-05
47-5022,engineer,engineer.n.02,engineer,2.8184756232476346e-09,5.521987444969996e-10
47-5022,company operator,company_operator.n.01,company_operator,3.403224076965326e-05,1.1166636788442917e-05
47-5022,elevator operator,elevator_operator.n.01,elevator_operator,0.002152284180266008,0.0005791221423600986
47-5023,telephone operator,telephone_operator.n.01,telephone_operator,9.000494850505613e-06,2.5388155582567552e-06
47-5023,switchboard operator,telephone_operator.n.01,switchboard_operator,0.0022063565935661303,0.0008377789916440799
47-5023,telephonist,telephone_operator.n.01,telephonist,0.003316514989450193,0.0014081402247497913
47-5023,telegraphist,telegrapher.n.01,telegraphist,0.00015448312786400377,6.839657766518161e-05
47-5023,telegrapher,telegrapher.n.01,telegrapher,0.0018486151838874745,0.0008959320741394009
47-5023,telegraph operator,telegrapher.n.01,telegraph_operator,0.002836582449583875,0.0012577565563437008
47-5023,switchman,switchman.n.01,switchman,0.002171868481129221,0.0007580815710218973
47-5023,radio operator,radio_operator.n.01,radio_operator,0.00024058414281281064,8.988249065305505e-05
47-5023,blast hole driller,gust.n.01 trap.n.06,blast_hole_driller,1.0,1.0
47-5023,motorman,motorman.n.01,motorman,2.4899047207817825e-11,8.612358357759506e-12
47-5023,locomotive engineer,engineer.n.02,locomotive_engineer,2.8323110375966115e-05,6.5776985862451935e-06
47-5023,engine driver,engineer.n.02,engine_driver,4.715864709079909e-05,1.8728304333989996e-05
47-5023,engineer,engineer.n.02,engineer,7.201074369655411e-09,2.524374062787088e-09
47-5023,elevator operator,elevator_operator.n.01,elevator_operator,0.0016433820355967743,0.0006045184084934682
47-5023,driver,driver.n.01,driver,5.621624163124924e-09,2.5721353010914234e-09
47-5023,company operator,company_operator.n.01,company_operator,1.6086535950300716e-05,5.62338367408869e-06
47-5023,operator,operator.n.02,operator,2.2717765580268565e-07,5.8219965611545843e-08
47-5023,rock drill operator,rock_candy.n.01 exercise.n.03 operator.n.05,rock_drill_operator,1.0,1.0
47-5023,earth boring machine operator,worldly_concern.n.01 bore.v.02 machine.n.05 operator.n.02,earth_boring_machine_operator,1.0,1.0
47-5023,earth auger operator,worldly_concern.n.01 plumber's_snake.n.01 operator.n.05,earth_auger_operator,1.0,1.0
47-5023,"earth driller , except oil and ga",worldly_concern.n.01 exclude.v.01 vegetable_oil.n.01 natural_gas.n.01,"earth_drillers,_except_oil_and_gas",1.0,1.0
47-5023,churn drill operator,churn.n.01 exercise.n.03 operator.n.05,churn_drill_operator,1.0,1.0
47-5023,hard rock drill operator,unvoiced.a.01 rock_candy.n.01 drill.n.01 operator.n.05,hard_rock_drill_operator,1.0,1.0
47-5023,railroad engineer,engineer.n.02,railroad_engineer,2.432096129203652e-05,5.476012011750071e-06
47-5032,dynamiter,dynamiter.n.01,dynamiter,1.0,1.0
47-5032,dynamite shooter,dynamite.n.01 taw.n.02,dynamite_shooter,1.0,1.0
47-5032,"explosive worker , ordnance handling expert , and blaster",explosive.n.01 worker.n.03 munition.n.02 treatment.n.02 expert.n.01 blaster.n.01,"explosives_workers,_ordnance_handling_experts,_and_blasters",1.0,1.0
47-5032,explosive ordnance handler,explosive.s.03 munition.n.02 handler.n.02,explosive_ordnance_handler,1.0,1.0
47-5032,explosive technician,explosive.s.03 technician.n.02,explosive_technician,1.0,1.0
47-5032,unexploded ordnance quality control worker,undischarged.s.02 munition.n.02 timbre.n.01 restraint.n.02 worker.n.03,unexploded_ordnance_quality_control_worker,1.0,1.0
47-5032,shooter,taw.n.02,shooter,5.169527955791612e-06,5.709555713102512e-07
47-5032,chargeman,blaster.n.01,chargeman,0.003794680096489026,0.0005880646179298569
47-5032,blast setter,gust.n.01 setter.n.02,blast_setter,1.0,1.0
47-5032,soldier,soldier.n.02,soldier,1.7193682939380882e-05,2.39559870593316e-06
47-5032,technician,technician.n.02,technician,2.439171171283919e-06,2.5250620087432695e-07
47-5032,worker,worker.n.03,worker,7.007967663998304e-07,2.082333107876327e-07
47-5041,locomotive engineer,engineer.n.02,locomotive_engineer,1.4132647527804025e-05,3.3240602213457217e-06
47-5041,engine driver,engineer.n.02,engine_driver,1.581558099332824e-05,5.492555912487631e-06
47-5041,engineer,engineer.n.02,engineer,4.492993021322466e-09,8.548970037530562e-10
47-5041,self - propelled mining machine operator,self-propelled.s.02 mining.n.02 machine.n.05 operator.n.02,self-propelled_mining_machine_operator,1.0,1.0
47-5041,driver,driver.n.01,driver,8.585816669511785e-09,1.603389131223973e-09
47-5041,company operator,company_operator.n.01,company_operator,1.7015983930308908e-05,4.451438830979266e-06
47-5041,prospector,prospector.n.01,prospector,3.0531579843144905e-06,9.665139372982228e-07
47-5041,gold digger,gold_miner.n.01,gold_digger,0.00017836524090485443,4.756360347292366e-05
47-5041,bore miner operator,tidal_bore.n.01 miner.n.01 operator.n.05,bore_miner_operator,1.0,1.0
47-5041,switchboard operator,telephone_operator.n.01,switchboard_operator,0.0002981334983216138,0.00010624238904161428
47-5041,continuou mining machine operator,continuous.a.02 mining.n.02 machine.n.05 operator.n.02,continuous_mining_machine_operators,1.0,1.0
47-5041,mineworker,miner.n.01,mineworker,0.010190962812151993,0.002263900317219211
47-5041,elevator operator,elevator_operator.n.01,elevator_operator,0.00038041165884569885,8.765823872700701e-05
47-5041,telephone operator,telephone_operator.n.01,telephone_operator,2.47018847000446e-06,5.725325774843214e-07
47-5041,miner,miner.n.01,miner,0.00014997369721347838,2.771360429469061e-05
47-5041,operator,operator.n.02,operator,2.229294936110993e-07,4.53940712207805e-08
47-5041,coal miner,coal_miner.n.01,coal_miner,3.5533379268248115e-05,6.122348945631627e-06
47-5041,pitman,coal_miner.n.01,pitman,1.589515307101266e-05,5.685716880129633e-06
47-5041,telephonist,telephone_operator.n.01,telephonist,0.0008525922315526779,0.00038279666655012095
47-5041,railroad engineer,engineer.n.02,railroad_engineer,1.6718110203165927e-05,3.371470552996624e-06
47-5041,motorman,motorman.n.01,motorman,2.701710056931149e-11,8.13905186565335e-12
47-5041,radio operator,radio_operator.n.01,radio_operator,4.999311928379052e-05,1.0717388830571779e-05
47-5041,switchman,switchman.n.01,switchman,0.0016363755076638099,0.0006183317669014012
47-5041,telegraph operator,telegrapher.n.01,telegraph_operator,0.0031240599217480045,0.0009113674985561306
47-5041,telegrapher,telegrapher.n.01,telegrapher,0.00469817491402777,0.0010062235496758937
47-5041,telegraphist,telegrapher.n.01,telegraphist,0.0002599684780510748,6.07011600760894e-05
47-5043,roof bolter operator,roof.n.03 operator.n.05,roof_bolter_operator,1.0,1.0
47-5043,roof bolting coal miner,roof.n.03 run_off.v.02 ember.n.01 miner.n.01,roof_bolting_coal_miner,1.0,1.0
47-5043,"roof bolter , mining",roof.n.03 mining.n.02,"roof_bolters,_mining",1.0,1.0
47-5043,underground bolting machine operator,clandestine.s.01 run_off.v.02 machine.n.05 operator.n.02,underground_bolting_machine_operator,1.0,1.0
47-5043,underground roof bolter,clandestine.s.01 roof.n.03,underground_roof_bolter,1.0,1.0
47-5043,mineworker,miner.n.01,mineworker,0.0007832577691798868,0.00025106142531713846
47-5043,telephonist,telephone_operator.n.01,telephonist,0.0009059651764431481,0.0003626570936906908
47-5043,operator,operator.n.02,operator,4.435077300020908e-08,1.1615403744712735e-08
47-5043,coal miner,coal_miner.n.01,coal_miner,1.9908109938530065e-08,9.492904641159125e-09
47-5043,pitman,coal_miner.n.01,pitman,5.0753093599933715e-06,2.7102401010448775e-06
47-5043,gold digger,gold_miner.n.01,gold_digger,4.02270378768298e-06,2.1787514101376182e-06
47-5043,miner,miner.n.01,miner,1.3427328209421354e-06,8.022321834172813e-07
47-5043,company operator,company_operator.n.01,company_operator,1.9833767745853685e-06,6.581520035153247e-07
47-5043,driver,driver.n.01,driver,1.2009544598610755e-09,2.8985354171335134e-10
47-5043,elevator operator,elevator_operator.n.01,elevator_operator,0.0007101057406233616,0.000271867706089924
47-5043,engineer,engineer.n.02,engineer,2.522654505293919e-10,8.016614903710936e-11
47-5043,engine driver,engineer.n.02,engine_driver,4.7949375906668e-06,1.5125428199916773e-06
47-5043,prospector,prospector.n.01,prospector,3.869608477141581e-07,1.613273335086607e-07
47-5043,railroad engineer,engineer.n.02,railroad_engineer,3.825918819828034e-07,1.8832043717300386e-07
47-5043,motorman,motorman.n.01,motorman,4.6056003612165755e-12,1.3875425987772159e-12
47-5043,radio operator,radio_operator.n.01,radio_operator,1.4134837832292663e-05,4.858120558955071e-06
47-5043,switchman,switchman.n.01,switchman,0.0006773123488594075,0.00026079631550494654
47-5043,telegraph operator,telegrapher.n.01,telegraph_operator,0.0008469747638699067,0.0003197998740673838
47-5043,telegrapher,telegrapher.n.01,telegrapher,0.00022304059170751386,8.494837913594357e-05
47-5043,telegraphist,telegrapher.n.01,telegraphist,2.8382764489312262e-05,1.1607782914791092e-05
47-5043,switchboard operator,telephone_operator.n.01,switchboard_operator,0.0014229947402910124,0.0004535932067179088
47-5043,telephone operator,telephone_operator.n.01,telephone_operator,1.4258958394848832e-06,5.796192020989759e-07
47-5043,locomotive engineer,engineer.n.02,locomotive_engineer,1.1187274086575683e-06,4.680884847512074e-07
47-5044,dock worker,stevedore.n.01,dock_worker,0.0027352681636080693,0.0008329909257088777
47-5044,lumper,stevedore.n.01,lumper,0.0002137317936854804,7.964655523585819e-05
47-5044,longshoreman,stevedore.n.01,longshoreman,9.819147376963426e-05,3.077015570916289e-05
47-5044,dockworker,stevedore.n.01,dockworker,0.0001863381953227194,4.965116211252545e-05
47-5044,loader,stevedore.n.01,loader,0.0016442819700054202,0.00046967068969407577
47-5044,"loading and moving machine operator , underground mining",loading.n.05 travel.v.01 machine.n.05 operator.n.02 underground.r.02 mining.n.02,"loading_and_moving_machine_operators,_underground_mining",1.0,1.0
47-5044,mine shuttle car operator,mine.n.02 shuttlecock.n.01 car.n.04 operator.n.05,mine_shuttle_car_operator,1.0,1.0
47-5044,load haul dump operator,warhead.n.01 draw.n.09 shit.n.04 operator.n.05,load_haul_dump_operator,1.0,1.0
47-5044,coal hauler operator,ember.n.01 hauler.n.01 operator.n.05,coal_hauler_operator,1.0,1.0
47-5044,operator,operator.n.02,operator,9.337261144020113e-08,2.3063470006039418e-08
47-5044,mobile bridge conveyor operator,mobile.s.04 bridge.n.09 conveyer_belt.n.01 operator.n.05,mobile_bridge_conveyor_operator,1.0,1.0
47-5044,company operator,company_operator.n.01,company_operator,0.00014251479385931967,4.112929510625021e-05
47-5044,switchman,switchman.n.01,switchman,0.00273382150543682,0.0010881949534370134
47-5044,elevator operator,elevator_operator.n.01,elevator_operator,0.03540367837943917,0.005238205292646349
47-5044,telephone operator,telephone_operator.n.01,telephone_operator,0.00011994486111032727,1.9225960986760897e-05
47-5044,switchboard operator,telephone_operator.n.01,switchboard_operator,0.005955050498438697,0.0015363447257221968
47-5044,telegraphist,telegrapher.n.01,telegraphist,0.0006596069123793201,0.00015366165922786813
47-5044,telegrapher,telegrapher.n.01,telegrapher,0.0031510542712958308,0.0007971589423465557
47-5044,telegraph operator,telegrapher.n.01,telegraph_operator,0.010739637550614179,0.003303908206715597
47-5044,driver,driver.n.01,driver,7.82953587173251e-09,3.065519741985954e-09
47-5044,telephonist,telephone_operator.n.01,telephonist,0.001739659872189908,0.0007147215491385012
47-5044,motorman,motorman.n.01,motorman,9.039305248345384e-11,2.39692010087649e-11
47-5044,railroad engineer,engineer.n.02,railroad_engineer,5.2445538075521365e-05,9.151990051125676e-06
47-5044,locomotive engineer,engineer.n.02,locomotive_engineer,7.352219616755626e-05,1.4121285735727716e-05
47-5044,engine driver,engineer.n.02,engine_driver,0.00010330435654893034,2.7347668287735576e-05
47-5044,engineer,engineer.n.02,engineer,2.904995029136177e-10,7.664751141484273e-11
47-5044,radio operator,radio_operator.n.01,radio_operator,5.07890010601517e-05,1.3811403978736336e-05
47-5049,mine cutting and channeling machine operator,mine.n.02 film_editing.n.01 transmit.v.04 machine.n.05 operator.n.02,mine_cutting_and_channeling_machine_operator,1.0,1.0
47-5049,motorman,motorman.n.01,motorman,2.2035831181032826e-11,2.3769637114995514e-12
47-5049,"underground mining machine operator , all other",clandestine.s.01 mining.n.02 machine.n.05 operator.n.02,"underground_mining_machine_operators,_all_other",1.0,1.0
47-5049,clay mine cutting machine operator,mud.n.01 mine.n.02 write_out.v.02 machine.n.05 operator.n.02,clay_mine_cutting_machine_operator,1.0,1.0
47-5049,long wall mining machine tender,long.r.02 wall.n.07 mining.n.02 machine.n.05 tender.n.06,long_wall_mining_machine_tender,1.0,1.0
47-5049,long wall operator,long.r.02 wall.n.07 operator.n.05,long_wall_operator,1.0,1.0
47-5049,long wall plow operator,long.r.02 wall.v.01 plow.n.01 operator.n.05,long_wall_plow_operator,1.0,1.0
47-5049,long wall shear operator,long.r.02 wall.v.01 shear.n.02 operator.n.05,long_wall_shear_operator,1.0,1.0
47-5049,long wall shearer,long.r.02 wall.n.07 shearer.n.03,long_wall_shearer,1.0,1.0
47-5049,shale planer operator,shale.n.01 plane.n.04 operator.n.05,shale_planer_operator,1.0,1.0
47-5049,elevator operator,elevator_operator.n.01,elevator_operator,0.00041721860512377885,6.354043854925598e-05
47-5049,operator,operator.n.02,operator,1.5566338829298966e-07,3.154491298051772e-08
47-5049,sprayer,sprayer.n.01,sprayer,0.06558350240598912,0.005480515501629251
47-5049,shearer,shearer.n.03,shearer,6.02241069531582e-06,4.850933478302749e-07
47-5049,company operator,company_operator.n.01,company_operator,1.2238636447127707e-05,2.0357526336408567e-06
47-5049,driver,driver.n.01,driver,1.3002849903642013e-08,1.4526352135795145e-09
47-5049,radio operator,radio_operator.n.01,radio_operator,1.4420080436825165e-05,2.3648485191712914e-06
47-5049,railroad engineer,engineer.n.02,railroad_engineer,1.212442694074735e-05,1.5070968911469414e-06
47-5049,locomotive engineer,engineer.n.02,locomotive_engineer,1.228453304769196e-05,2.1102120295464384e-06
47-5049,engine driver,engineer.n.02,engine_driver,4.940311741969313e-06,1.0455728121343526e-06
47-5049,engineer,engineer.n.02,engineer,6.9358054400895566e-09,6.000829465522448e-10
47-5049,shearer operator,shearer.n.03 operator.n.05,shearer_operator,1.0,1.0
47-5049,switchman,switchman.n.01,switchman,0.0017477940922293368,0.00034510737044295223
47-5049,telegrapher,telegrapher.n.01,telegrapher,0.001129168880690217,0.00021144056029913724
47-5049,telegraphist,telegrapher.n.01,telegraphist,0.00010203651450505141,2.3989039489321003e-05
47-5049,telephonist,telephone_operator.n.01,telephonist,0.005332827519215869,0.0006559072142402228
47-5049,switchboard operator,telephone_operator.n.01,switchboard_operator,0.0013489315273878073,0.00015286200212334789
47-5049,telephone operator,telephone_operator.n.01,telephone_operator,1.8674213747847664e-06,3.542910687385239e-07
47-5049,telegraph operator,telegrapher.n.01,telegraph_operator,0.0026811947568774748,0.0003924471098481259
47-5051,quarry plug and feather driller,prey.n.02 spark_plug.n.01 feather.n.02,quarry_plug_and_feather_driller,1.0,1.0
47-5051,operator,operator.n.05,operator,1.250590418141228e-07,3.15326638032694e-08
47-5051,sandstone splitter,sandstone.n.01 splitter.n.02,sandstone_splitter,1.0,1.0
47-5051,"rock splitter , quarry",rock.n.02 splitter.n.02 prey.n.02,"rock_splitters,_quarry",1.0,1.0
47-5051,quarry chop saw operator,prey.n.02 chop.n.05 saw.v.01 operator.n.05,quarry_chop_saw_operator,1.0,1.0
47-5071,roughneck,bully.n.01,roughneck,6.66802054793373e-05,1.5385477440674306e-05
47-5071,muscleman,muscleman.n.01,muscleman,0.00015099607359342625,2.94755206156214e-05
47-5071,deckhand,deckhand.n.01,deckhand,1.507860499466827e-05,2.705916355635838e-06
47-5071,roustabout,deckhand.n.01,roustabout,1.0,1.0
47-5071,roustabout pusher,deckhand.n.01 pusher.n.04,roustabout_pusher,1.0,1.0
47-5071,"roustabout , oil and ga",deckhand.n.01 vegetable_oil.n.01 natural_gas.n.01,"roustabouts,_oil_and_gas",1.0,1.0
47-5081,chief assistant,right-hand_man.n.01,chief_assistant,2.0938639683144683e-06,3.399712549242438e-07
47-5081,secretary,secretary.n.02,secretary,7.103917088000447e-09,7.749449191821216e-10
47-5081,secretarial assistant,secretary.n.02,secretarial_assistant,0.0011694815791985244,0.00018085051831607323
47-5081,sidesman,sidesman.n.01,sidesman,7.510689056250376e-05,2.1709871636105976e-05
47-5081,loading machine operator helper,load.v.05 machine.n.05 operator.n.02 benefactor.n.01,loading_machine_operator_helper,1.0,1.0
47-5081,subordinate,subordinate.n.01,subordinate,5.102656467901911e-13,6.870544331700907e-14
47-5081,foot soldier,subordinate.n.01,foot_soldier,0.0020934239679030256,0.0003645685439864912
47-5081,prompter,prompter.n.01,prompter,9.90519684110354e-05,2.5349120983758663e-05
47-5081,rotary drill operator helper,rotary.a.01 exercise.n.03 operator.n.05 benefactor.n.01,rotary_drill_operator_helper,1.0,1.0
47-5081,continuou miner operator helper,continuous.a.02 miner.n.01 operator.n.05 benefactor.n.01,continuous_miner_operator_helper,1.0,1.0
47-5081,boring machine operator helper,bore.v.02 machine.n.05 operator.n.02 benefactor.n.01,boring_machine_operator_helper,1.0,1.0
47-5081,blasting helper,smash.v.01 benefactor.n.01,blasting_helper,1.0,1.0
47-5081,helper -- extraction worker,assistant.n.01 origin.n.02 worker.n.01,helpers--extraction_workers,1.0,1.0
47-5081,roof bolter helper,roof.n.03 benefactor.n.01,roof_bolter_helper,1.0,1.0
47-5081,shale planer operator helper,shale.n.01 plane.n.04 operator.n.05 benefactor.n.01,shale_planer_operator_helper,1.0,1.0
47-5081,assistant,assistant.n.01,assistant,2.595927457455514e-11,5.248098969753823e-12
47-5081,whipper - in,whipper-in.n.01,whipper-in,0.00026723441345030967,5.646402592051819e-05
47-5081,theater prompter,prompter.n.01,theater_prompter,0.0010190243343873328,0.0004961249525639976
47-5081,fashion model,mannequin.n.01,fashion_model,2.2137495936032347e-06,4.1192548149120163e-07
