code,title,sense,original
51-6064,operator,,operator
51-6064,winder operator,,winder_operator
51-6064,twister operator,,twister_operator
51-6064,rope machine setter,,rope_machine_setter
51-6091,drawbench operator,,drawbench_operator
51-6091,operator,,operator
51-6092,fabric and apparel patternmaker,,fabric_and_apparel_patternmakers
51-6092,patternmaker,,patternmaker
51-6092,embroidery patternmaker,,embroidery_patternmaker
51-6092,clothing patternmaker,,clothing_patternmaker
51-6093,seating upholsterer,,seating_upholsterer
51-6093,upholsterer,,upholsterer
51-6093,dining chair seat cushion trimmer,,dining_chair_seat_cushion_trimmer
51-6093,aircraft seat upholsterer,,aircraft_seat_upholsterer
51-6093,upholsterer,,upholsterers
51-6093,trimmer,,trimmer
51-6099,maker,,maker
51-6099,feltmaker,,feltmaker
51-6099,"textile , apparel , and furnishing worker , all other",,"textile,_apparel,_and_furnishings_workers,_all_other"
51-6099,swatch maker,,swatch_maker
51-6099,tassel making machine operator,,tassel_making_machine_operator
51-6099,hat blocking machine operator,,hat_blocking_machine_operator
51-6099,operator,,operator
51-7011,cabinetmaker,,cabinetmaker
51-7011,wood furniture assembler,,wood_furniture_assembler
51-7011,builder,,builder
51-7011,worker,,worker
51-7011,marquetry worker,,marquetry_worker
51-7011,cabinetmaker and bench carpenter,,cabinetmakers_and_bench_carpenters
51-7011,wood working assembler,,wood_working_assembler
51-7011,assembler,,assembler
51-7021,cabinet finisher,,cabinet_finisher
51-7021,wood cabinet finisher,,wood_cabinet_finisher
51-7021,furniture finisher,,furniture_finishers
51-7021,piano refinisher,,piano_refinisher
51-7021,furniture refinisher,,furniture_refinisher
51-7031,"model maker , wood",,"model_makers,_wood"
51-7031,maker,,maker
51-7031,architectural wood model maker,,architectural_wood_model_maker
51-7032,maker,,maker
51-7032,wood die maker,,wood_die_maker
51-7041,bandmill operator,,bandmill_operator
51-7041,curve saw operator,,curve_saw_operator
51-7041,stave saw operator,,stave_saw_operator
51-7041,buzzsaw operator,,buzzsaw_operator
51-7041,circle saw operator,,circle_saw_operator
51-7041,operator,,operator
51-7041,cut off saw operator,,cut_off_saw_operator
51-7041,hardwood sawyer,,hardwood_sawyer
51-7041,trim saw operator,,trim_saw_operator
51-7041,band scroll saw operator,,band_scroll_saw_operator
51-7041,rip saw operator,,rip_saw_operator
51-7041,panel saw operator,,panel_saw_operator
51-7041,headrig sawyer,,headrig_sawyer
51-7041,chop saw operator,,chop_saw_operator
51-7042,tenon operator,,tenon_operator
51-7042,"woodworking machine setter , operator , and tender , except sawing",,"woodworking_machine_setters,_operators,_and_tenders,_except_sawing"
51-7042,operator,,operator
51-7042,wood boring machine operator,,wood_boring_machine_operator
51-7042,builder,,builder
51-7042,roof trus builder,,roof_truss_builder
51-7042,computer numerically controlled wood lathe operator,,computer_numerically_controlled_wood_lathe_operator
51-7042,wood lathe operator,,wood_lathe_operator
51-7042,wood dowel machine operator,,wood_dowel_machine_operator
51-7099,wood veneer taper,,wood_veneer_taper
51-7099,assembler,,assembler
51-7099,wood casket assembler,,wood_casket_assembler
51-7099,"woodworker , all other",,"woodworkers,_all_other"
51-7099,pole framer,,pole_framer
51-7099,timber framer,,timber_framer
51-8011,nuclear control room operator,,nuclear_control_room_operator
51-8011,nuclear station operator,,nuclear_station_operator
51-8011,reactor operator,,reactor_operator
51-8011,operator,,operators
51-8011,operator,,operator
51-8011,nuclear power reactor operator,,nuclear_power_reactor_operators
51-8012,power distributor and dispatcher,,power_distributors_and_dispatchers
51-8012,dispatcher,,dispatcher
51-8012,operator,,operator
51-8012,steam plant control room operator,,steam_plant_control_room_operator
51-8012,substation operator,,substation_operator
51-8012,power system dispatcher,,power_system_dispatcher
51-8012,steam and power panel operator,,steam_and_power_panel_operator
51-8013,hydroelectric plant operator,,hydroelectric_plant_operator
51-8013,attendant,,attendant
51-8013,operator,,operators
51-8013,operator,,operator
51-8013,powerhouse operator,,powerhouse_operator
51-8013,power plant operator,,power_plant_operators
51-8013,turbine room attendant,,turbine_room_attendant
51-8013,power plant control room operator,,power_plant_control_room_operator
51-8021,engineer,,engineer
51-8021,operator,,operator
51-8021,"heating , ventilation , and air conditioning mechanic boiler operator",,"heating,_ventilation,_and_air_conditioning_mechanic_boiler_operator"
51-8021,boiler operator,,boiler_operator
51-8021,stationary engineer and boiler operator,,stationary_engineers_and_boiler_operators
51-8021,boiler plant operator,,boiler_plant_operator
51-8021,high pressure boiler operator,,high_pressure_boiler_operator
51-8021,boiler engineer,,boiler_engineer
51-8021,boiler room operator,,boiler_room_operator
51-8031,technician,,technician
51-8031,industrial waste treatment technician,,industrial_waste_treatment_technician
51-8031,liquid waste treatment plant operator,,liquid_waste_treatment_plant_operator
51-8031,sewage plant operator,,sewage_plant_operator
51-8031,water and wastewater treatment plant and system operator,,water_and_wastewater_treatment_plant_and_system_operators
51-8031,lead sewage plant operator,,lead_sewage_plant_operator
51-8031,operator,,operator
51-8031,waste treatment operator,,waste_treatment_operator
51-8031,wastewater operator,,wastewater_operator
51-8031,water treatment technician,,water_treatment_technician
51-8031,water plant operator,,water_plant_operator
51-8091,chemical plant and system operator,,chemical_plant_and_system_operators
51-8091,chemical treatment plant technician,,chemical_treatment_plant_technician
51-8091,nitric acid plant operator,,nitric_acid_plant_operator
51-8091,operator,,operator
51-8091,nitrogen operator,,nitrogen_operator
51-8091,chemical plant operator,,chemical_plant_operator
51-8091,pharmaceutical manufacturing machine operator,,pharmaceutical_manufacturing_machine_operator
51-8091,technician,,technician
51-8092,dispatcher,,dispatcher
51-8092,technician,,technician
51-8092,ga plant dispatcher,,gas_plant_dispatcher
51-8092,operator,,operators
51-8092,ga plant operator,,gas_plant_operators
51-8092,ga plant technician,,gas_plant_technician
51-8092,natural ga plant technician,,natural_gas_plant_technician
51-8093,oil pipeline operator,,oil_pipeline_operator
51-8093,"petroleum pump system operator , refinery operator , and gauger",,"petroleum_pump_system_operators,_refinery_operators,_and_gaugers"
51-8093,petroleum refining equipment operator,,petroleum_refining_equipment_operator
51-8093,oil gauger,,oil_gauger
51-8093,operator,,operator
51-8093,petroleum plant operator,,petroleum_plant_operator
51-8093,dispatcher,,dispatcher
51-8093,oil refiner,,oil_refiner
51-8093,hydrotreater operator,,hydrotreater_operator
51-8093,petroleum refinery operator,,petroleum_refinery_operator
51-8093,petroleum refinery control panel operator,,petroleum_refinery_control_panel_operator
51-8099,lime filter operator,,lime_filter_operator
51-8099,asphalt plant operator,,asphalt_plant_operator
51-8099,attendant,,attendant
51-8099,concrete batch plant operator,,concrete_batch_plant_operator
51-8099,sand plant attendant,,sand_plant_attendant
51-8099,operator,,operator
51-9011,chemical equipment operator and tender,,chemical_equipment_operators_and_tenders
51-9011,operator,,operator
51-9011,chemical processor,,chemical_processor
51-9011,acid purification equipment operator,,acid_purification_equipment_operator
51-9011,chemical proces equipment operator,,chemical_process_equipment_operator
51-9012,milk processor,,milk_processor
51-9012,fermentation operator,,fermentation_operator
51-9012,milk pasteurizer,,milk_pasteurizer
51-9012,operator,,operator
51-9012,winemaker,,winemaker
51-9012,"separating , filtering , clarifying , precipitating , and still machine setter , operator , and tender",,"separating,_filtering,_clarifying,_precipitating,_and_still_machine_setters,_operators,_and_tenders"
51-9012,brewmaster,,brewmaster
51-9012,fermenter,,fermenter
51-9021,pulverizer operator,,pulverizer_operator
51-9021,beveller operator,,beveller_operator
51-9021,operator,,operator
51-9021,crusher plant operator,,crusher_plant_operator
51-9021,marble and granite polisher,,marble_and_granite_polisher
51-9021,blanchard grinder operator,,blanchard_grinder_operator
51-9021,grinder,,grinder
51-9021,"crushing , grinding , and polishing machine setter , operator , and tender",,"crushing,_grinding,_and_polishing_machine_setters,_operators,_and_tenders"
51-9021,cullet crusher and washer,,cullet_crusher_and_washer
51-9021,mix crusher operator,,mix_crusher_operator
51-9021,beveling and edging machine operator,,beveling_and_edging_machine_operator
51-9022,jewelry polisher,,jewelry_polisher
51-9022,hand buffer,,hand_buffer
51-9022,grinder,,grinder
51-9022,ring polisher,,ring_polisher
51-9022,hand sander,,hand_sander
51-9022,polisher,,polisher
51-9023,plaster mixer,,plaster_mixer
51-9023,concrete batcher,,concrete_batcher
51-9023,"mixing and blending machine setter , operator , and tender",,"mixing_and_blending_machine_setters,_operators,_and_tenders"
51-9031,trimmer,,trimmer
51-9031,hand cloth cutter,,hand_cloth_cutter
51-9032,trimmer,,trimmer
51-9032,rubber trimmer,,rubber_trimmer
51-9032,"cutting and slicing machine setter , operator , and tender",,"cutting_and_slicing_machine_setters,_operators,_and_tenders"
51-9032,operator,,operator
51-9032,glas cutting machine operator,,glass_cutting_machine_operator
51-9032,trimming operator,,trimming_operator
51-9032,dog food shredder operator,,dog_food_shredder_operator
51-9041,maker,,maker
51-9041,rubber extrusion operator,,rubber_extrusion_operator
51-9041,bowling ball molder,,bowling_ball_molder
51-9041,operator,,operator
51-9041,paper baling machine operator,,paper_baling_machine_operator
51-9041,extrusion pres operator,,extrusion_press_operator
51-9041,tuber operator,,tuber_operator
51-9041,stamper,,stamper
51-9051,"furnace , kiln , oven , drier , and kettle operator and tender",,"furnace,_kiln,_oven,_drier,_and_kettle_operators_and_tenders"
51-9051,lumber kiln operator,,lumber_kiln_operator
51-9051,calciner operator,,calciner_operator
51-9051,operator,,operator
51-9051,soap drier tender,,soap_drier_tender
51-9051,lime kiln operator,,lime_kiln_operator
51-9051,tunnel kiln operator,,tunnel_kiln_operator
51-9051,dry kiln operator,,dry_kiln_operator
51-9051,induction furnace operator,,induction_furnace_operator
51-9061,ampoule examiner,,ampoule_examiner
51-9061,quality assurance inspector,,quality_assurance_inspector
51-9061,cigarette examiner,,cigarette_examiner
51-9061,quality inspector,,quality_inspector
51-9061,quality control inspector,,quality_control_inspector
51-9061,machined part quality inspector,,machined_parts_quality_inspector
51-9061,inspector,,inspector
51-9061,"inspector , tester , sorter , sampler , and weigher",,"inspectors,_testers,_sorters,_samplers,_and_weighers"
51-9061,spark plug tester,,spark_plug_tester
51-9061,tester,,tester
51-9061,petroleum sampler,,petroleum_sampler
51-9071,diamond grader,,diamond_grader
51-9071,repairer,,repairer
51-9071,facetor,,facetor
51-9071,diamond polisher,,diamond_polisher
51-9071,diamond setter,,diamond_setter
51-9071,jeweler and preciou stone and metal worker,,jewelers_and_precious_stone_and_metal_workers
51-9071,gem cutter,,gem_cutter
51-9071,polisher,,polisher
51-9071,jewelry repairer,,jewelry_repairer
51-9071,lapidarist,,lapidarist
51-9071,goldsmith,,goldsmith
51-9081,dental technician,,dental_technician
51-9081,crown ceramist,,crown_ceramist
51-9081,maker,,maker
51-9081,worker,,worker
51-9081,technician,,technicians
51-9081,dental ceramist,,dental_ceramist
51-9081,ceramist,,ceramist
51-9081,dental laboratory worker,,dental_laboratory_worker
51-9081,crown and bridge technician,,crown_and_bridge_technician
51-9081,technician,,technician
51-9081,crown and bridge dental lab technician,,crown_and_bridge_dental_lab_technician
51-9081,dental laboratory technician,,dental_laboratory_technicians
51-9082,technologist,,technologist
51-9082,brace maker,,brace_maker
51-9082,orthotic technician,,orthotics_technician
51-9082,manufacturing orthopedic technologist,,manufacturing_orthopedic_technologist
51-9082,prosthetic technician,,prosthetics_technician
51-9082,prosthetic lab technician,,prosthetics_lab_technician
51-9082,surgical appliance fitter,,surgical_appliance_fitter
51-9082,technician,,technicians
51-9082,medical appliance technician,,medical_appliance_technicians
51-9082,orthotic fabricator technician,,orthotic_fabricator_technician
51-9082,hearing aid repair technician,,hearing_aid_repair_technician
51-9082,orthotic fitter,,orthotics_fitter
51-9082,fitter,,fitter
51-9082,maker,,maker
51-9082,technician,,technician
51-9082,orthotic finish grinding technician,,orthotic_finish_grinding_technician
51-9083,contact len technician,,contact_lens_technician
51-9083,assembler,,assembler
51-9083,eyeglas assembler,,eyeglass_assembler
51-9083,technician,,technicians
51-9083,precision len centerer and edger,,precision_lens_centerer_and_edger
51-9083,maker,,maker
51-9083,grinder,,grinder
51-9083,len grinder and polisher,,lens_grinder_and_polisher
51-9083,eyeglas maker,,eyeglass_maker
51-9083,ophthalmic laboratory technician,,ophthalmic_laboratory_technicians
51-9083,technician,,technician
51-9083,prescription eyeglas maker,,prescription_eyeglass_maker
51-9111,bottle capper,,bottle_capper
51-9111,bottle packer,,bottle_packer
51-9111,worker,,worker
51-9111,packaging and filling machine operator and tender,,packaging_and_filling_machine_operators_and_tenders
51-9111,bottle line worker,,bottle_line_worker
51-9111,tea bag packer,,tea_bag_packer
51-9111,potato chip packaging machine operator,,potato_chip_packaging_machine_operator
51-9111,operator,,operator
51-9123,ceramic painter,,ceramic_painter
51-9123,painter,,painter
51-9123,glas decorator,,glass_decorator
51-9123,sign painter,,sign_painter
51-9123,decorator,,decorator
51-9124,automobile body painter,,automobile_body_painter
51-9124,lacquer spray booth operator,,lacquer_spray_booth_operator
51-9124,"coating , painting , and spraying machine setter , operator , and tender",,"coating,_painting,_and_spraying_machine_setters,_operators,_and_tenders"
51-9124,boat painter,,boat_painter
51-9124,aircraft painter,,aircraft_painter
51-9124,technician,,technician
51-9124,auto body painter,,auto_body_painter
51-9124,auto painter,,auto_painter
51-9124,operator,,operator
51-9124,tactical vehicle painter,,tactical_vehicle_painter
51-9124,railroad car painter,,railroad_car_painter
51-9124,painter,,painter
51-9124,automobile refinisher,,automobile_refinisher
51-9124,automotive spray painter,,automotive_spray_painter
51-9124,automotive refinish technician,,automotive_refinish_technician
51-9124,paint line operator,,paint_line_operator
51-9124,spraying machine operator,,spraying_machine_operator
51-9124,electrostatic paint operator,,electrostatic_paint_operator
51-9141,wafer fabricator,,wafer_fabricator
51-9141,semiconductor processing technician,,semiconductor_processing_technicians
51-9141,technician,,technicians
51-9141,assembler,,assembler
51-9151,technician,,technician
51-9151,photo lab technician,,photo_lab_technician
51-9151,specialist,,specialist
51-9151,photo machine operator,,photo_machine_operator
51-9151,photo print specialist,,photo_print_specialist
51-9151,operator,,operator
51-9151,film processor,,film_processor
51-9151,digital imaging technician,,digital_imaging_technician
51-9151,photographic proces worker and processing machine operator,,photographic_process_workers_and_processing_machine_operators
51-9151,film developing machine operator,,film_developing_machine_operator
51-9151,digital photo technician,,digital_photo_technician
51-9151,photo retoucher,,photo_retoucher
51-9151,print retoucher,,print_retoucher
51-9151,film proces operator,,film_process_operator
51-9161,operator,,operator
51-9161,computer numerically controlled tool operator,,computer_numerically_controlled_tool_operators
51-9161,computer numerically controlled milling machine operator,,computer_numerically_controlled_milling_machine_operator
51-9161,operator,,operators
51-9161,numerical control machine operator,,numerical_control_machine_operator
51-9161,computer numerically controlled machinist,,computer_numerically_controlled_machinist
51-9161,cnc machine operator,,cnc_machine_operator
51-9161,computer numerically controlled shot peening operator,,computer_numerically_controlled_shot_peening_operator
51-9161,welding robot operator,,welding_robot_operator
51-9161,cnc operator,,cnc_operator
51-9162,programmer,,programmers
51-9162,computer numerically controlled programmer,,computer_numerically_controlled_programmer
51-9162,programmer,,programmer
51-9162,numerical control programmer,,numerical_control_programmer
51-9162,numerical tool and proces control programmer,,numerical_tool_and_process_control_programmer
51-9162,numerical tool programmer,,numerical_tool_programmer
51-9191,glue machine operator,,glue_machine_operator
51-9191,paper gluing operator,,paper_gluing_operator
51-9191,operator,,operator
51-9191,glue line operator,,glue_line_operator
51-9191,glue reel operator,,glue_reel_operator
51-9191,adhesive bonding machine operator and tender,,adhesive_bonding_machine_operators_and_tenders
51-9192,metal pickling equipment operator,,metal_pickling_equipment_operator
51-9192,"cleaning , washing , and metal pickling equipment operator and tender",,"cleaning,_washing,_and_metal_pickling_equipment_operators_and_tenders"
51-9192,cleaner,,cleaner
51-9192,operator,,operator
51-9192,acid dipper,,acid_dipper
51-9192,immersion metal cleaner,,immersion_metal_cleaner
51-9192,bottle washing machine operator,,bottle_washing_machine_operator
51-9192,degreaser operator,,degreaser_operator
51-9192,pickle house operator,,pickle_house_operator
51-9193,operator,,operator
51-9193,cooling and freezing equipment operator and tender,,cooling_and_freezing_equipment_operators_and_tenders
51-9193,freezer operator,,freezer_operator
51-9193,chiller operator,,chiller_operator
51-9193,worker,,worker
51-9193,refrigerating machine operator,,refrigerating_machine_operator
51-9193,refrigeration operator,,refrigeration_operator
51-9193,ammonium refrigeration worker,,ammonia_refrigeration_worker
51-9194,pantograph engraver,,pantograph_engraver
51-9194,etcher and engraver,,etchers_and_engravers
51-9195,rubber molder,,rubber_molder
51-9195,maker,,maker
51-9195,modeler,,modeler
51-9195,mannequin mold maker,,mannequin_mold_maker
51-9195,cigar roller,,cigar_roller
51-9195,glas block bender,,glass_block_bender
51-9195,neon molder,,neon_molder
51-9195,clay modeler,,clay_modeler
51-9195,neon glas blower,,neon_glass_blower
51-9195,burial vault maker,,burial_vault_maker
51-9195,glas tube bender,,glass_tube_bender
51-9195,neon glas bender,,neon_glass_bender
51-9196,paper bag machine operator,,paper_bag_machine_operator
51-9196,corrugator machine operator,,corrugator_machine_operator
51-9196,operator,,operator
51-9196,napkin machine operator,,napkin_machine_operator
51-9196,carton making machine operator,,carton_making_machine_operator
51-9196,"paper good machine setter , operator , and tender",,"paper_goods_machine_setters,_operators,_and_tenders"
51-9196,paper machine operator,,paper_machine_operator
51-9196,corrugator operator,,corrugator_operator
51-9196,envelope machine operator,,envelope_machine_operator
51-9197,tire molder,,tire_molder
51-9197,builder,,builders
51-9197,tire retreader,,tire_retreader
51-9197,tire finisher,,tire_finisher
51-9197,tire builder,,tire_builders
51-9197,auto tire recapper,,auto_tire_recapper
51-9198,machinist helper,,machinist_helper
51-9198,commercial baker helper,,commercial_baker_helper
51-9198,slitter helper,,slitter_helper
51-9198,worker,,workers
51-9198,tailor helper,,tailor_helper
51-9198,welder helper,,welder_helper
51-9198,blending tank helper,,blending_tank_helper
51-9198,woodworker helper,,woodworker_helper
53-1041,aircraft loadmaster,,aircraft_loadmaster
53-1041,aircraft cargo handling supervisor,,aircraft_cargo_handling_supervisors
53-1041,air cargo ground operation supervisor,,air_cargo_ground_operations_supervisor
53-1041,airport ramp supervisor,,airport_ramp_supervisor
53-1041,air cargo supervisor,,air_cargo_supervisor
53-1041,air cargo ground crew supervisor,,air_cargo_ground_crew_supervisor
53-1041,supervisor,,supervisor
53-1041,supervisor,,supervisors
53-1042,supervisor,,supervisor
53-1042,"first - line supervisor of helper , laborer , and material mover , hand",,"first-line_supervisors_of_helpers,_laborers,_and_material_movers,_hand"
53-1042,material handling crew supervisor,,material_handling_crew_supervisor
53-1042,warehouse supervisor,,warehouse_supervisor
53-1043,crane crew supervisor,,crane_crew_supervisor
53-1043,first - line supervisor of material - moving machine and vehicle operator,,first-line_supervisors_of_material-moving_machine_and_vehicle_operators
53-1043,truck driver supervisor,,truck_driver_supervisor
53-1043,supervisor,,supervisor
53-1044,first - line supervisor of passenger attendant,,first-line_supervisors_of_passenger_attendants
53-1044,flight service manager,,flight_service_manager
53-1044,steward,,steward
53-1044,chief ship steward,,chief_ship_steward
53-1049,supervisor,,supervisor
53-1049,"first line supervisor of transportation worker , all other",,"first_line_supervisors_of_transportation_workers,_all_other"
53-1049,ga station supervisor,,gas_station_supervisor
53-2011,airline pilot,,airline_pilot
53-2011,airline pilot in command,,airline_pilot_in_command
53-2011,airline pilot flight instructor,,airline_pilot_flight_instructor
53-2011,instructor,,instructor
53-2011,charter pilot,,charter_pilot
53-2011,pilot,,pilot
53-2011,airline captain,,airline_captain
53-2011,airline pilot second in command,,airline_pilot_second_in_command
53-2011,captain,,captain
53-2011,"airline pilot , copilot , and flight engineer",,"airline_pilots,_copilots,_and_flight_engineers"
53-2011,regional airline pilot,,regional_airline_pilot
53-2012,agricultural pilot,,agricultural_pilot
53-2012,em helicopter pilot,,ems_helicopter_pilot
53-2012,sprayer,,sprayer
53-2012,corporate pilot,,corporate_pilot
53-2012,executive pilot,,executive_pilot
53-2012,pilot,,pilots
53-2012,aerial crop duster,,aerial_crop_duster
53-2012,aerial hurricane hunter,,aerial_hurricane_hunter
53-2012,emergency medical service helicopter pilot,,emergency_medical_service_helicopter_pilot
53-2012,charter pilot,,charter_pilot
53-2012,helicopter pilot,,helicopter_pilot
53-2012,balloon pilot,,balloon_pilot
53-2012,commercial pilot,,commercial_pilots
53-2012,captain,,captain
53-2012,hunter,,hunter
53-2012,emergency medical service rotary wing pilot,,emergency_medical_service_rotary_wing_pilot
53-2012,pilot,,pilot
53-2012,flight instructor,,flight_instructor
53-2021,air traffic coordinator,,air_traffic_coordinator
53-2021,control tower operator,,control_tower_operator
53-2021,operator,,operator
53-2021,air traffic controller,,air_traffic_controllers
53-2021,coordinator,,coordinator
53-2021,air traffic control operator,,air_traffic_control_operator
53-2021,specialist,,specialist
53-2021,air traffic control specialist,,air_traffic_control_specialist
53-2021,airport tower controller,,airport_tower_controller
53-2022,airfield operation specialist,,airfield_operations_specialists
53-2022,coordinator,,coordinator
53-2022,flight operation coordinator,,flight_operations_coordinator
53-2022,aviation operation specialist,,aviation_operations_specialist
53-2022,specialist,,specialists
53-2022,specialist,,specialist
53-2031,flight attendant,,flight_attendants
53-2031,airplane flight attendant,,airplane_flight_attendant
53-2031,attendant,,attendant
53-2031,flight steward,,flight_steward
53-2031,steward,,steward
53-2031,attendant,,attendants
53-2031,airline flight attendant,,airline_flight_attendant
53-3011,attendant,,attendant
53-3011,ambulance attendant,,ambulance_attendant
53-3011,emergency medical service driver,,emergency_medical_services_driver
53-3011,"ambulance driver and attendant , except emergency medical technician",,"ambulance_drivers_and_attendants,_except_emergency_medical_technicians"
53-3011,driver,,driver
53-3031,sale route driver,,sales_route_driver
53-3031,delivery sale worker,,delivery_sales_worker
53-3031,newspaper delivery driver,,newspaper_delivery_driver
53-3031,worker,,worker
53-3031,salesperson,,salesperson
53-3031,driver,,driver
53-3031,pizza delivery driver,,pizza_delivery_driver
53-3031,driver / sale worker,,driver/sales_workers
53-3031,route salesperson,,route_salesperson
53-3031,deliverer,,deliverer
53-3031,route sale person,,route_sales_person
53-3032,garbage truck driver,,garbage_truck_driver
53-3032,semi - truck driver,,semi-truck_driver
53-3032,driver,,driver
53-3032,logging truck driver,,logging_truck_driver
53-3032,cement truck driver,,cement_truck_driver
53-3032,logging flatbed truck driver,,logging_flatbed_truck_driver
53-3032,operator,,operator
53-3032,self - loading flatbed truck driver,,self-loading_flatbed_truck_driver
53-3032,over - the - road driver,,over-the-road_driver
53-3032,tanker driver,,tanker_driver
53-3032,heavy and tractor - trailer truck driver,,heavy_and_tractor-trailer_truck_drivers
53-3032,log truck tractor - trailer driver,,log_truck_tractor-trailer_driver
53-3032,fuel truck driver,,fuel_truck_driver
53-3032,line haul driver,,line_haul_driver
53-3032,concrete mixer truck driver,,concrete_mixer_truck_driver
53-3033,driver,,drivers
53-3033,light truck driver,,light_truck_drivers
53-3033,parcel truck driver,,parcel_truck_driver
53-3033,grocery light truck driver,,grocery_light_truck_driver
53-3033,driver,,driver
53-3051,school bu driver,,school_bus_driver
53-3051,driver,,driver
53-3051,school bu operator,,school_bus_operator
53-3051,special education bu driver,,special_education_bus_driver
53-3051,"bu driver , school",,"bus_drivers,_school"
53-3051,operator,,operator
53-3052,operator,,operator
53-3052,charter coach driver,,charter_coach_driver
53-3052,motor coach bu driver,,motor_coach_bus_driver
53-3052,public transit trolley driver,,public_transit_trolley_driver
53-3052,driver,,driver
53-3052,motor coach tmy operator,,motor_coach_tour_operator
53-3052,public transit bu driver,,public_transit_bus_driver
53-3052,"bu driver , transit and intercity",,"bus_drivers,_transit_and_intercity"
53-3052,motor coach driver,,motor_coach_driver
53-3053,driver,,driver
53-3053,transporter,,transporter
53-3053,airport apron bu driver,,airport_apron_bus_driver
53-3053,airport shuttle driver,,airport_shuttle_driver
53-3053,airside transfer bu driver,,airside_transfer_bus_driver
53-3053,nonemergency medical transporter,,nonemergency_medical_transporter
53-3053,hotel shuttle driver,,hotel_shuttle_driver
53-3053,funeral car driver,,funeral_car_driver
53-3053,courtesy car driver,,courtesy_car_driver
53-3053,hearse driver,,hearse_driver
53-3053,shuttle driver and chauffeur,,shuttle_drivers_and_chauffeurs
53-3054,driver,,drivers
53-3054,taxi driver,,taxi_drivers
53-3054,driver,,driver
53-3054,cab driver,,cab_driver
53-3054,rideshare cab driver,,rideshare_cab_driver
53-3099,assembly line driver,,assembly_line_driver
53-3099,driver,,driver
53-3099,ice - resurfacing machine operator,,ice-resurfacing_machine_operators
53-3099,deliverer,,deliverer
53-3099,operator,,operator
53-3099,street sweeper operator,,street_sweeper_operator
53-3099,operator,,operators
53-3099,street cleaning equipment operator,,street_cleaning_equipment_operator
53-3099,motorcycle deliverer,,motorcycle_deliverer
53-4011,engineer,,engineer
53-4011,railway engineer,,railway_engineer
53-4011,locomotive engineer,,locomotive_engineers
53-4011,train engineer,,train_engineer
53-4011,engineer,,engineers
53-4011,freight engineer,,freight_engineer
53-4011,railroad engineer,,railroad_engineer
53-4013,hostler,,hostler
53-4013,dinkey operator,,dinkey_operator
53-4013,haulage engine operator,,haulage_engine_operator
53-4013,driver,,driver
53-4013,switcher,,switcher
53-4013,"rail yard engineer , dinkey operator , and hostler",,"rail_yard_engineers,_dinkey_operators,_and_hostlers"
53-4013,yard hostler,,yard_hostler
53-4013,operator,,operator
53-4013,coal tram driver,,coal_tram_driver
53-4022,freight brake operator,,freight_brake_operator
53-4022,railway switch operator,,railway_switch_operator
53-4022,dinkey engine firer,,dinkey_engine_firer
53-4022,train brake operator,,train_brake_operator
53-4022,locomotive switch operator,,locomotive_switch_operator
53-4022,operator,,operator
53-4022,diesel locomotive firer,,diesel_locomotive_firer
53-4022,"railroad brake , signal , and switch operator and locomotive firer",,"railroad_brake,_signal,_and_switch_operators_and_locomotive_firers"
53-4022,railroad brake operator,,railroad_brake_operator
53-4022,railroad firer,,railroad_firer
53-4031,railroad conductor and yardmaster,,railroad_conductors_and_yardmasters
53-4031,passenger car conductor,,passenger_car_conductor
53-4031,conductor,,conductor
53-4031,yard conductor,,yard_conductor
53-4031,train conductor,,train_conductor
53-4031,freight conductor,,freight_conductor
53-4041,subway conductor,,subway_conductor
53-4041,rapid transit operator,,rapid_transit_operator
53-4041,light rail transit operator,,light_rail_transit_operator
53-4041,light rail vehicle operator,,light_rail_vehicle_operator
53-4041,subway train operator,,subway_train_operator
53-4041,tram operator,,tram_operator
53-4041,light rail operator,,light_rail_operator
53-4041,conductor,,conductor
53-4041,subway and streetcar operator,,subway_and_streetcar_operators
53-4041,operator,,operator
53-4099,operator,,operator
53-4099,retarder operator,,retarder_operator
53-4099,transfer table operator,,transfer_table_operator
53-4099,"rail transportation worker , all other",,"rail_transportation_workers,_all_other"
53-4099,railway equipment operator,,railway_equipment_operator
53-5011,merchant seaman,,merchant_seaman
53-5011,merchant mariner,,merchant_mariner
53-5011,sailor and marine oiler,,sailors_and_marine_oilers
53-5011,deckhand,,deckhand
53-5011,deck cadet,,deck_cadet
53-5011,able seaman,,able_seaman
53-5021,river boat captain,,river_boat_captain
53-5021,tugboat operator,,tugboat_operator
53-5021,tow boat captain,,tow_boat_captain
53-5021,car ferry captain,,car_ferry_captain
53-5021,port captain,,port_captain
53-5021,ship harbor pilot,,ship_harbor_pilot
53-5021,captain,,captain
53-5021,operator,,operator
53-5021,barge master,,barge_master
53-5021,coastal tug mate,,coastal_tug_mate
53-5021,car ferry master,,car_ferry_master
53-5021,docking pilot,,docking_pilot
53-5021,harbor pilot,,harbor_pilot
53-5021,pilot,,pilot
53-5021,deck officer,,deck_officer
53-5021,ferryboat captain,,ferryboat_captain
53-5021,harbor tug captain,,harbor_tug_captain
53-5021,sailboat captain,,sailboat_captain
53-5021,tug boat captain,,tug_boat_captain
53-5021,towboat pilot,,towboat_pilot
53-5021,river pilot,,river_pilot
53-5021,"captain , mate , and pilot of water vessel",,"captains,_mates,_and_pilots_of_water_vessels"
